STAT_ID,STAT_REG1,STAT_REG2,STAT_REG3,STAT_HS
IN,"알루미늄휠 (Cast Aluminium Alloy Wheels or Alloy Road Wheels (ARW) used in Motor Vehicles, whether or not attached with their accessories, of a size in diameters ranging from 12 inches to 24 inches)","중국, 한국, 태국",반덤핑(규제중),870870
IN,차아황산나트륨 (Sodium Hydrosulphite),"중국, 한국",반덤핑(규제중),"28311010,28321020"
IN,톨루엔 디이소시아네이트 (Toluene Di-Isocyanate),"중국, 일본, 한국",반덤핑(규제중),29291020
IN,무수프탈산 (Phthalic Anhydride),"중국, 인도네시아, 한국, 태국",반덤핑(규제중),29173500
IN,염화폴리비닐류 (Chlorinated Polyvinyl Chloride Resin (CPVC)-whether or not further processed into compound),"중국, 한국",반덤핑(규제중),"39041010,39041020,39041090,39042100,39042200,39049010,39049090"
IN,우르소데옥시콜산(Ursodeoxycholic Acid),"중국, 한국",반덤핑(규제중),"2915,2916,2918,2922,2924,2931,2933,2934,2939,2941,2942"
IN,단일 모드 광섬유(Dispersion Unshifted Single-mode Optical Fibre),"중국, 인도네시아, 한국",반덤핑(규제중),90011000
IN,"4-tert-부틸페놀
(Para-Tertiary Butyl Phenol(PTBP))","한국,싱가포르,미국",반덤핑(조사중),29071940
IN,잔류 VCM이 2PPM 이상인 PVC 서스펜션 수지(PVC suspension resins with residual VCM above 2PPM),전세계,세이프가드(규제중),39041020
IN,페로몰리브덴(Ferro-Molybdenum),한국,세이프가드(규제중),72027000
IN,합금강의 끌/공구 및 유압식 브레이커(Alloy steel chisel/ tool and hydraulic rock breaker in fully assembled condition),"중국, 한국",반덤핑(조사중),"84314930,84314990"
IN,시안화나트륨(Sodium Cyanide (NaCN)),"중국, EU, 일본, 한국",반덤핑(조사중),283711
IN,저회분 야금용 코크스(Low Ash Metallurgical Coke),전세계,세이프가드(조사중),"27040010,27040020,27040030,27040090"
IN,PVC 페이스트 레진(Poly Vinyl Chloride Paste Resin),"중국, 한국, 말레이시아, 노르웨이, 대만, 태국",반덤핑(조사중), 39041010
IN,에피클로로히드린(Epichlorohydrin),"한국,중국,태국",반덤핑(조사중),29103000
MY,알루미늄/아연으로 도금/코팅된 비합금강의 평판압연 제품(flat rolled product of non-alloy steel plated or coated with aluminum and zinc),"중국, 한국, 베트남",반덤핑(규제중),"7210611100,7210611200,7210611900,7210619100,7210619200,7210619900,7212502300,7212502490,7212502910,7212502990"
MY,코일시트 또는 기타 형태의 냉간압연 스테인리스강(Cold rolled stainless steel in coils sheets or any other forms),"중국, 한국, 대만, 태국",반덤핑(규제중),"7219310000,7219320000,7219330000,7219340000,7219350000,7220201000,7220209000"
JP,수산화칼륨 (Potassium Hydroxide),"중국, 한국",반덤핑(규제중),281520
JP,아연도금철선(Hot-dip galvanized iron wire),"중국, 한국",반덤핑(규제중),721720
JP,탄산칼륨(Dipotassium carbonate),한국,반덤핑(규제중),283640
TH,알루미늄_아연 도색도금강판(Painted hot dip plated or coated with aluminium-zinc alloys of cold-rolled steel),"중국, 한국",반덤핑(규제중),"72107011032,72107011033,72107011034,72107011042,72107011043,72107011044,72107011090,72107091020,72107091030,72107091040,72107091090,72124011090,72124012090,72124019090,72124091090,72124092090,72124099090,72259990072,72259990073,72259990074,72259990076,72259990077,72259990078,72259990079,72259990090,72269919090,72269999090"
TH,석도강판(Tin plate),"한국, 중국, 대만, EU",반덤핑(규제중),"72101290021,72101290022,72101290023,72101290024,72101290025,72101290026,72101290029,72101290031,72101290032,72101290033,72101290034,72101290035,72101290036,72101290039,72101290090"
TH,스테인리스 압연강판(Flat Cold-Rolled Stainless Steel),"한국, 일본, 대만",반덤핑(규제중),"72193200030,72193300030,72193400030,72193500030,72202010030,72202090030,72193200040,72193300040,72193400040,72193500040,72202010040,72202090040"
TH,스테인리스스틸 파이프 및 튜브(Stainless steel pipe and tube),"한국, 중국, 대만, 베트남",반덤핑(규제중),"73053110000,73061110000,73061190000,73062100000,73064011000,73064019000,73064020011,73064020012,73064020013,73064020014,73064020015,73064020016,73064020017,73064020018,73064020021,73064020022,73064020023,73064020024,73064020025,73064020026,73064020027,73064020028,73064020090,73064030010,73064030020,73064090011,73064090012,73064090013,73064090014,73064090015,73064090016,73064090017,73064090018,73064090021,73064090022,73064090023,73064090024,73064090025,73064090026,73064090027,73064090028,73064090090,73066110021,73066110022,73066190110,73066190120"
TH,"알루미늄아연 합금 도금강판(Cold-rolled steel plate, hot-dipped galvanized or coated with aluminum alloy and zinc)","중국, 한국, 대만",반덤핑(규제중),"72106111011,72106111012,72106111013,72106111021,72106111022,72106111023,72106111031,72106111032,72106111033,72106111041,72106111042,72106111043,72106111090,72106191011,72106191090"
TH,재압연용 열연강판(Flat Hot-Rolled Steel in Coils and not in Coils),"한국, 알제리, 아르헨티나, 러시아, 루마니아, 슬로바키아, 인도, 인도네시아, 일본, 카자흐스탄, 남아공, 대만, 우크라이나, 베네수엘라",반덤핑(규제중),"720810,720836,720837,720838,720839,720840,720851,720852,720853,720854,720890,721113,721114,721119"
TH,강관(Certain Iron Steel Pipe and Tube),"중국, 한국",반덤핑(규제중),"73051100,73051210,73051290,73051910,73051990,73052000,73053190,73053910,73053990,73059000,73061910,73061920,73061990,73062900,73063030,73063011,73063019,73063021,73063029,73063041,73063049,73063091,73063092,73063099,73065011,73065019,73065091,73065099,73066110,73066190,73066910,73066990,73069011,73069019,73069091,73069092,73069093,73069099"
TH,크롬 도금강판(Flat-rolled Steel Coated or Plated with Chromium) (Tin Free Steel),"한국, 중국, EU",반덤핑(규제중),"72105000021,72105000022,72105000023,72105000024,72105000025,72105000026,72105000029,72105000090"
TW,"아연도금강판(Certain flat-rolled steel products, plated or coated with zinc or zinc-alloy)","중국, 한국",반덤핑(규제중),"72103000104,72103000202,72103000907,72104100003,72104900318,72104900327,72104900336,72104900416,72104900425,72104900434,72104900513,72104900522,72104900531,72104900611,72104900620,72104900639,72104900906,72106100115,72106100124,72106100133,72109090004,72122000006,72123000102,72123000200,72125090000,72259100005,72259200004,72259910005,72269910004,72269920002"
TW,"오스테나이트계(SUS 300계) 스테인리스강 냉연제품(SUS 300 series flat-rolled products of stainless steel, cold-rolled<cold-reduced>)","한국, 중국",반덤핑(규제중),"7219329011,7219329012,7219329019,7219339011,7219339012,7219339019,7219349011,7219349012,7219349019,7219359011,7219359012,7219359019,7220209011,7220209012,7220209019"
TW,탄소강 후판(Carbon Steel Plate),"브라질, 중국, 인도, 인도네시아, 한국, 우크라이나",반덤핑(규제중),"72085110100,72085110208,72085110306,72085120000,72085130008,72085140006,72085210207,72085220205,72085230203,72089010005,72089021002,72089030001,72089040009,72111410101,72111410209,72111410307,72111420207,72111430205,72111440203,72254000908,72269100905"
AU,A4 용지(A4 Copy Paper),"한국, 핀란드, 러시아, 슬로바키아",반덤핑(규제중),48025610
AU,아연도금강판(Zinc coated galvanised steel),"중국, 한국, 대만",반덤핑(규제중),"72104900,72123000,72259200,72269900"
AU,"알루미늄 아연 도금강판(Aluminium Zinc coated steel, ≥600mm)","한국, 베트남",반덤핑(규제중),"72106100,72259900"
AU,열연 철강구조물류(Hot Rolled Structural Steel Sections),"한국, 일본, 대만, 태국",반덤핑(규제중),"721631,721632,721633,721640,721650,722870"
AU,정밀강관(Precision pipe and tube steel),"중국, 한국",반덤핑(규제중),"73063000,73065000,73066100,73066900"
AU,철근(Steel Reinforcing Bar),"한국, 스페인",반덤핑(규제중),"72131000,72142000,72279010,72279090,72283010,72283090,72286010"
AU,구조용강관(Hollow Structural Sections),"중국, 한국, 말레이시아, 대만",반덤핑(규제중),"73063000,73066100,73066900"
MX,냉연강판(Flat cold-rolled products of iron or non-alloy steel),한국,반덤핑(규제중),"72091601,72091701,72255002,72255003,72255004,72255099"
MX,디옥틸 프탈레이트(Dioctyl Phtalate DOP),"한국, 미국 ",반덤핑(규제중),29173201
MX,무계목강관(Seamless Steel Pipe),"한국, 스페인, 인도, 우크라이나",반덤핑(규제중),"73041901,73041902,73041999,73043910,73043911,73043912,73043913,73043999"
MX,합성고무(스타이렌 부타디엔 고무)(Emulsion Styrene Butadiene Rubber),"미국, 한국, 일본",반덤핑(규제중),"40021901,40021902,40021903,40021999"
ES,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
ES,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
ES,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
ES,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
ES, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
ES,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
ES,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
ES,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
AE,납축전지(자동차배터리)(Electric lead-acid accumulators),한국,반덤핑(규제중),850710
AE,고흡수성 수지(Super absorbent polymers),"중국, 벨기에, 싱가포르, 한국, 프랑스",반덤핑(조사중),390690
AE,PVC 코팅 직물(Textiles or Fabrics coated by PVC),한국,반덤핑(조사중),"39269061,59031000"
BR,나일론사(Nylon synthetic filament yarn),"한국, 중국, 대만",반덤핑(규제중),"54023111,54023119,54024520"
BR,니트릴 고무(NBR),"한국, 프랑스",반덤핑(규제중),40025900
BR,버스 및 트럭용 타이어(Pneumatic tires for trucks and buses),"한국, 일본, 러시아, 태국 ",반덤핑(규제중),40112090
BR,승용차용 타이어(Tire),"태국, 대만, 한국",반덤핑(규제중),40111000
BR,압연실리콘철강(Flat-rolled product silicon steel),"한국, 중국, 대만",반덤핑(규제중),"72251900,72261900"
BR,평판압연제품(후판)(Heavy Plate Steel),"남아공, 중국, 한국, 우크라이나",반덤핑(규제중),"72085100,72085200"
CO,"폴리염화비닐(PVC)(Polyvinyl Chloride, not mixed with any other substances)",한국,세이프가드(조사중),3904102000
AR,유입식 변압기(Large Power Transformers),"한국, 브라질, 중국",반덤핑(규제중),85042300
UA,생화 장미(Fresh roses),전세계,세이프가드(규제중),06031100
UA,황산과 발연황산(Sulphuric acid and fuming suplhuric acid; oleum),전세계,세이프가드(규제중),2807000000
SK,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
SK,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
SK,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
SK,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
SK, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
SK,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
SK,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
SK,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
EG,디옥틸 프탈레이트(Dioctyl Phthalate),한국,반덤핑(규제중),29173200
QA,납축전지(자동차배터리)(Electric lead-acid accumulators),한국,반덤핑(규제중),850710
QA,고흡수성 수지(Super absorbent polymers),"중국, 일본, 벨기에, 싱가포르, 한국, 프랑스",반덤핑(조사중),390690
QA,PVC 코팅 직물(Textiles or Fabrics coated by PVC),한국,반덤핑(조사중),"39269061,59031000"
VN,합금/비합금 철강제품(Semi-finished and certain finished products of alloy and non-alloy steel),전세계,세이프가드(규제중),"72131010,72131090,72139120,72142031,72142041,72279010,72279090,72283010,98110000"
VN,선 및 압연 제품 (Wire and rolled steel products),전세계,세이프가드(규제중),"72139190,72171010,72171029,72299099,98391000"
VN,컬러도금강판(Certain flat-rolled products of painted coated alloy steel or non-alloy steel),"중국, 한국",반덤핑(규제중),"72107011,72107012,72107013,72107019,72107021,72107029,72107091,72107099,72124011,72124012,72124013,72124014,72124019,72124091,72124092,72124099,72259990,72269919,72269999"
SA,납축전지(자동차배터리)(Electric lead-acid accumulators),한국,반덤핑(규제중),850710
SA,고흡수성 수지(Super absorbent polymers),"중국, 일본, 벨기에, 싱가포르, 한국, 프랑스",반덤핑(조사중),390690
SA,PVC 코팅 직물(Textiles or Fabrics coated by PVC),한국,반덤핑(조사중),"39269061,59031000"
ID,과당 시럽(Fructose syrup),전세계,세이프가드(규제중),17026020
ID,"궐련지 및 플래그랩 용지
(Cigarette paper and Plug Wrap Paper)",전세계,세이프가드(규제중),"48132021,48132023,48132031,48132032,48139011,48139019,48139091,48139099"
ID,석도강판 (Tin plate),"중국, 한국, 대만",반덤핑(규제중),"72101210,72101290"
ID,"의복 및 악세서리
(Apparel and its accessories) ",전세계,세이프가드(규제중),"61012000,61013000,61019000,61022000,61023000,61029000,61031000,61032200,61032300,61032900,61033200,61033300,61033900,61034200,61034300,61034900,61041300,61041920,61041990,61042200,61042300,61042900,61043200,61043300,61043900,61044300,61044400,61044900,61045200,61045300,61045900,61046200,61046300,61046900,61051000,61052010,61052020,61059000,61061000,61062000,61069000,61091010,61091020,61099020,61099030,61102000,61103000,61109000,61112000,61113000,61119090,61171010,61171090,62013010,62013090,62014010,62014090,62019021,62019029,62019090,62023010,62023090,62024010,62024090,62029020,62029090,62031200,62031911,62031919,62031990,62032210,62032290,62032990,62033210,62033290,62033300,62033900,62034210,62034290,62034300,62034990,62041210,62041290,62041300,62041990,62042210,62042290,62042300,62042990,62043210,62043290,62043300,62043990,62044210,62044290,62044300,62044400,62044910,62044990,62045210,62045290,62046200,62046300,62046900,62052010,62052090,62053090,62059091,62059099,62063010,62063090,62064000,62069000,62092030,62092040,62092090,62093010,62093030,62093040,62093090,62099000,62143010,62143090,62144010,62144090,62144090,62149010,62149090"
ID,"폴리스티렌
(Expansible Polystyrene (EPS))",전세계,세이프가드(규제중),39031110
ID,폴리프로필렌 중합체(polypropylene copolymer),"한국, 베트남, UAE,  말레이시아, 싱가포르",반덤핑(조사중),39023090
ID,"광물성 울제품(Slag Wool, Rock Wool, and Similar Mineral Wools (Including Intermixtures Thereof), In Bulk, Sheets
or Rolls)",전세계,세이프가드(조사중),68061000
ID,면직물(Cotton Fabric),전세계,세이프가드(조사중),"52082100,52082200,52083190,52083300,52084190,52084210,52084290,52084300,52085210,52085920,52085990,52091110,52091190,52091900,52092100,52093100,52094900,52095110,52102100,52103200,52104110,52104900,52105110,52105910,52105990,52113100,52113200,52113900,52115910,52115990,52121590,52122100,52122300"
ID,합성 필라멘트사(Artificial filament yarn),전세계,세이프가드(조사중),"54031000,54033110,54033190,54033290,54034190 "
ID,합성 필라멘트사 직물(Woven fabrics of artificial filament yarn),전세계,세이프가드(조사중),"540821,540831,540833"
ID,면사(Cotton Yarn),전세계,세이프가드(조사중),"520411,520419,520420,520511,520512,520521,520522,520524,520526,520532,520541,520542,520543,520547,520548,520611,520612,520614,520621,520623,520624,520625,520631,520632,520633,520642,520645"
FI,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
FI,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
FI,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
FI,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
FI, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
FI,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
FI,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
FI,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
BG,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
BG,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
BG,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
BG,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
BG, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
BG,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
BG,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
BG,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
PH,"고밀도 폴리에틸렌 (HDPE, High-Density Polyethylene)",전세계,세이프가드(규제중),39012000
PH,LPG 스틸 실린더(LPG Steel Cylinders),전세계,세이프가드(조사중),7311
GR,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
GR,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
GR,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
GR,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
GR, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
GR,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
GR,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
GR,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
HR,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
HR,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
HR,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
HR,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
HR, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
HR,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
HR,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
HR,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
PK,과산화수소(Hydrogen Peroxide),"방글라데시, 벨기에, 중국, 인도네시아, 태국, 대만, 튀르키예, 한국",반덤핑(규제중),28470000
PK,냉간압연 코일/시트(Cold Rolled Coils/Sheets),"EU,한국,대만,베트남",반덤핑(규제중),"72091510,72091590,72091610,72091690,72091710,72091810,72091891,72091899,72092510,72092590,72092610,72092690,72092710,72092790,72092810,72092890"
PK,황색 무기크롬 안료(Inorganic Yellow Chrome Pigment),"한국, 인도",반덤핑(규제중),32062010
PK,무수프탈산(Phthalic Anhydride),"중국, 대만, 한국, 러시아",반덤핑(규제중),29173500
PK,술폰산(Sulphonic Acid),"한국, 중국, 인도네시아, 이란, 대만, 인도",반덤핑(규제중),34021110
PK,폴리염화비닐 수지(Polyvinyl Chloride Resin),"한국, 중국, 태국, 대만",반덤핑(규제중),39041090
PK,백판지(한쪽 코팅된 이중 보드_회색 뒷면)(One Side Coated Duplex Board–Grey Back),"한국, 중국, 인도네시아",반덤핑(규제중),"48109200,48109900"
PK,오프셋 프린팅 잉크(Offest Printing Ink),"한국, 중국",반덤핑(규제중),"32151110,32151190,32151910,32151990"
MA,냉연판 및 코팅판(cold rolled sheets and plated or coated sheets),전세계,세이프가드(규제중),"7209,7210,7211,7212,7225,7226"
MA,열연판(Hot-rolled sheets),전세계,세이프가드(규제중),"7208,721113,721114,721119,722530,722540,7226200011,7226200021,7226200030,7226200040,7226200051,7226200052,7226200059,722691,7226999091,7226999099"
